stationid,surveyyear,sampledate,stationdepth,labname,labsampleid
B13-9357,2013,2013/08/21 07:00:00+00,82,City of San Diego,P678678
B13-9009,2013,2013/07/08 07:00:00+00,648,City of San Diego,NULL
B13-8409,2013,2013/10/07 07:00:00+00,5,City of San Diego,NULL
B13-8378,2013,2013/08/19 07:00:00+00,4,City of San Diego,NULL
B13-9454,2013,2013/08/06 07:00:00+00,104,City of San Diego,P673212
B13-8090,2013,2013/08/30 07:00:00+00,8,City of San Diego,NULL
B13-8074,2013,2013/08/13 07:00:00+00,10,City of San Diego,NULL
B13-8018,2013,2013/09/06 07:00:00+00,1,City of San Diego,NULL
B13-9314,2013,2013/09/18 07:00:00+00,167,City of Los Angeles Environmental Monitoring Division,NULL
B13-9338,2013,2013/07/30 07:00:00+00,595,City of Los Angeles Environmental Monitoring Division,NULL
B13-8064,2013,2013/08/12 07:00:00+00,12,PHYSIS Labs Inc,8461-R1
B13-8205,2013,2013/08/06 07:00:00+00,2,City of San Diego,NULL
B13-8169,2013,2013/08/01 07:00:00+00,2,City of San Diego,NULL
B13-9349,2013,2013/07/29 07:00:00+00,562,City of Los Angeles Environmental Monitoring Division,NULL
B13-9356,2013,2013/09/06 07:00:00+00,125,City of Los Angeles Environmental Monitoring Division,NULL
B13-9372,2013,2013/08/21 07:00:00+00,15,City of Los Angeles Environmental Monitoring Division,NULL
B13-8127,2013,2013/09/09 07:00:00+00,4,City of San Diego,NULL
B13-9028,2013,2013/07/15 07:00:00+00,272,City of San Diego,NULL
B13-9040,2013,2013/07/16 07:00:00+00,17,City of San Diego,NULL
B13-9292,2013,2013/07/25 07:00:00+00,48,City of San Diego,NULL
B13-9319,2013,2013/07/25 07:00:00+00,8,City of San Diego,NULL
B13-9433,2013,2013/08/08 07:00:00+00,91,City of San Diego,NULL
B13-9447,2013,2013/08/08 07:00:00+00,23,City of San Diego,NULL
B13-8265,2013,2013/08/05 07:00:00+00,4,PHYSIS Labs Inc,8440-R1
B13-8117,2013,2013/09/10 07:00:00+00,6,PHYSIS,NULL
B13-8134,2013,2013/07/31 07:00:00+00,1,Institute for integrated Research,NULL
B13-8145,2013,2013/08/07 07:00:00+00,8,PHYSIS,NULL
B13-8399,2013,2013/07/12 07:00:00+00,19,City of San Diego,NULL
B13-8333,2013,2013/07/13 07:00:00+00,15,PHYSIS,NULL
B13-8176,2013,2013/08/01 07:00:00+00,1,City of San Diego,NULL
B13-8397,2013,2013/07/12 07:00:00+00,4,PHYSIS,NULL
B13-8233,2013,2013/08/06 07:00:00+00,4,City of San Diego,NULL
B13-8426,2013,2013/09/24 07:00:00+00,4,City of San Diego,NULL
B13-9132,2013,2013/09/09 07:00:00+00,826,Orange County Sanitation Districts,NULL
B13-9284,2013,2013/09/10 07:00:00+00,827,City of San Diego,NULL
B13-9194,2013,2013/07/17 07:00:00+00,34,Orange County Sanitation Districts,NULL
B13-9199,2013,2013/07/15 07:00:00+00,38,Orange County Sanitation Districts,NULL
B13-9482,2013,2013/09/25 07:00:00+00,20,City of San Diego,NULL
B13-9239,2013,2013/07/09 07:00:00+00,16,City of San Diego,NULL
B13-9228,2013,2013/07/08 07:00:00+00,257,City of San Diego,P678640
B13-8267,2013,2013/08/05 07:00:00+00,3,City of San Diego,NULL
B13-9263,2013,2013/07/26 07:00:00+00,80,City of San Diego,P698812
B13-9267,2013,2013/07/26 07:00:00+00,74,City of San Diego,P698814
B13-9177,2013,2013/07/17 07:00:00+00,55,City of San Diego,NULL
B13-9132,2013,2013/09/09 07:00:00+00,826,City of San Diego,NULL
B13-8382,2013,2013/07/10 07:00:00+00,18,City of San Diego,NULL
B13-9319,2013,2013/07/25 07:00:00+00,8,City of San Diego,P698881
B13-9100,2013,2013/07/25 07:00:00+00,189,City of San Diego,NULL
B13-9069,2013,2013/07/24 07:00:00+00,839,City of San Diego,NULL
B13-9351,2013,2013/08/20 07:00:00+00,75,City of San Diego,P678677
B13-9019,2013,2013/07/11 07:00:00+00,154,City of San Diego,NULL
B13-8360,2013,2013/07/10 07:00:00+00,20,PHYSIS,NULL
B13-8365,2013,2013/07/13 07:00:00+00,16,PHYSIS,NULL
B13-8322,2013,2013/07/13 07:00:00+00,21,City of San Diego,NULL
B13-8095,2013,2013/08/29 07:00:00+00,13,City of San Diego,NULL
B13-8202,2013,2013/08/06 07:00:00+00,1,City of San Diego,NULL
B13-9348,2013,2013/07/29 07:00:00+00,400,City of Los Angeles Environmental Monitoring Division,NULL
B13-8033,2013,2013/08/28 07:00:00+00,8,City of San Diego,NULL
B13-8008,2013,2013/08/05 07:00:00+00,1,City of San Diego,NULL
B13-9202,2013,2013/07/10 07:00:00+00,43,City of San Diego,NULL
B13-9395,2013,2013/08/20 07:00:00+00,127,City of San Diego,NULL
B13-8219,2013,2013/07/30 07:00:00+00,1,City of San Diego,NULL
B13-8326,2013,2013/07/10 07:00:00+00,11,PHYSIS,NULL
B13-8127,2013,2013/09/09 07:00:00+00,4,PHYSIS,NULL
B13-8146,2013,2013/08/07 07:00:00+00,8,PHYSIS,NULL
B13-8200,2013,2013/08/06 07:00:00+00,2,Institute for integrated Research,NULL
B13-8347,2013,2013/07/12 07:00:00+00,27,PHYSIS,NULL
B13-8371,2013,2013/07/10 07:00:00+00,17,PHYSIS,NULL
B13-8374,2013,2013/07/10 07:00:00+00,18,PHYSIS,NULL
B13-8382,2013,2013/07/10 07:00:00+00,18,PHYSIS,NULL
B13-8403,2013,2013/09/09 07:00:00+00,9,City of San Diego,NULL
B13-9155,2013,2013/07/31 07:00:00+00,900,City of San Diego,P678617
B13-9133,2013,2013/09/09 07:00:00+00,787,Orange County Sanitation Districts,NULL
B13-9135,2013,2013/07/30 07:00:00+00,11,Orange County Sanitation Districts,NULL
B13-9171,2013,2013/07/17 07:00:00+00,16,Orange County Sanitation Districts,NULL
B13-9173,2013,2013/07/17 07:00:00+00,60,Orange County Sanitation Districts,NULL
B13-9193,2013,2013/07/15 07:00:00+00,154,Orange County Sanitation Districts,NULL
B13-9266,2013,2013/07/26 07:00:00+00,60,City of San Diego,P698813
B13-9091,2013,2013/07/25 07:00:00+00,251,City of San Diego,NULL
B13-8338,2013,2013/09/06 07:00:00+00,46,City of San Diego,NULL
B13-8308,2013,2013/07/11 07:00:00+00,23,City of San Diego,NULL
B13-8349,2013,2013/07/10 07:00:00+00,14,City of San Diego,NULL
B13-9319,2013,2013/07/25 07:00:00+00,8,City of Los Angeles Environmental Monitoring Division,NULL
B13-9354,2013,2013/07/29 07:00:00+00,240,City of Los Angeles Environmental Monitoring Division,NULL
B13-8146,2013,2013/08/07 07:00:00+00,8,PHYSIS Labs Inc,8454-R1
B13-9125,2013,2013/07/30 07:00:00+00,181,City of San Diego,NULL
B13-8179,2013,2013/08/02 07:00:00+00,1,"Institute for Integrated Research on Materials, Environment and Society",8418
B13-8200,2013,2013/08/06 07:00:00+00,2,"Institute for Integrated Research on Materials, Environment and Society",8424
B13-9307,2013,2013/07/29 07:00:00+00,755,City of San Diego,NULL
B13-9320,2013,2013/09/18 07:00:00+00,97,City of San Diego,NULL
B13-9304,2013,2013/08/20 07:00:00+00,21,City of San Diego,NULL
B13-9309,2013,2013/09/13 07:00:00+00,499,City of San Diego,NULL
B13-8116,2013,2013/09/10 07:00:00+00,4,PHYSIS,NULL
B13-8128,2013,2013/09/09 07:00:00+00,5,PHYSIS,NULL
B13-8152,2013,2013/08/07 07:00:00+00,7,PHYSIS,NULL
B13-8176,2013,2013/08/01 07:00:00+00,1,Institute for integrated Research,NULL
B13-8253,2013,2013/08/07 07:00:00+00,1,Institute for integrated Research,NULL
B13-8315,2013,2013/07/09 07:00:00+00,15,Orange County Sanitation Districts,NULL
B13-8316,2013,2013/07/11 07:00:00+00,27,PHYSIS,NULL
B13-8399,2013,2013/07/12 07:00:00+00,19,PHYSIS,NULL
B13-8401,2013,2013/07/12 07:00:00+00,14,PHYSIS,NULL
B13-8409,2013,2013/07/23 07:00:00+00,5,City of San Diego,NULL
B13-8417,2013,2013/07/23 07:00:00+00,2,City of San Diego,NULL
B13-9152,2013,2013/07/31 07:00:00+00,27,Orange County Sanitation Districts,NULL
B13-9204,2013,2013/07/15 07:00:00+00,13,Orange County Sanitation Districts,NULL
B13-9424,2013,2013/08/08 07:00:00+00,64,City of Los Angeles Environmental Monitoring Division,NULL
B13-9481,2013,2013/09/23 07:00:00+00,23,Orange County Sanitation Districts,NULL
B13-9287,2013,2013/07/23 07:00:00+00,203,City of San Diego,NULL
B13-9217,2013,2013/07/10 07:00:00+00,31,City of San Diego,P678636
B13-9241,2013,2013/08/26 07:00:00+00,770,City of San Diego,P678645
B13-9150,2013,2013/07/17 07:00:00+00,155,City of San Diego,NULL
B13-8425,2013,2013/08/21 07:00:00+00,3,City of San Diego,NULL
B13-8189,2013,2013/07/29 07:00:00+00,1,City of San Diego,NULL
B13-9309,2013,2013/07/13 07:00:00+00,499,City of Los Angeles Environmental Monitoring Division,NULL
B13-8066,2013,2013/08/12 07:00:00+00,12,PHYSIS Labs Inc,8462-R1
B13-8200,2013,2013/08/06 07:00:00+00,2,City of San Diego,NULL
B13-9346,2013,2013/09/18 07:00:00+00,15,City of Los Angeles Environmental Monitoring Division,NULL
B13-8043,2013,2013/08/05 07:00:00+00,3,"Institute for Integrated Research on Materials, Environment and Society",8423
B13-8033,2013,2013/08/28 07:00:00+00,8,PHYSIS Labs Inc,8733-R1
B13-8017,2013,2013/08/11 07:00:00+00,4,PHYSIS Labs Inc,8466-R1
B13-8123,2013,2013/09/06 07:00:00+00,6,PHYSIS Labs Inc,22631-R1
B13-8134,2013,2013/07/31 07:00:00+00,1,"Institute for Integrated Research on Materials, Environment and Society",8413
B13-8273,2013,2013/08/01 07:00:00+00,6,PHYSIS Labs Inc,9135-R1
B13-8333,2013,2013/07/13 07:00:00+00,15,PHYSIS Labs Inc,8314-R1
B13-8367,2013,2013/07/11 07:00:00+00,3,PHYSIS Labs Inc,8291-R1
B13-8169,2013,2013/08/01 07:00:00+00,2,Institute for integrated Research,NULL
B13-8219,2013,2013/07/30 07:00:00+00,1,Institute for integrated Research,NULL
B13-8250,2013,2013/08/07 07:00:00+00,1,Institute for integrated Research,NULL
B13-8308,2013,2013/07/11 07:00:00+00,23,PHYSIS,NULL
B13-8310,2013,2013/07/11 07:00:00+00,14,PHYSIS,NULL
B13-8367,2013,2013/07/11 07:00:00+00,3,PHYSIS,NULL
B13-9375,2013,2013/08/21 07:00:00+00,137,City of San Diego,NULL
B13-9366,2013,2013/08/21 07:00:00+00,92,City of San Diego,NULL
B13-9149,2013,2013/07/16 07:00:00+00,558,Orange County Sanitation Districts,NULL
B13-9150,2013,2013/07/17 07:00:00+00,155,Orange County Sanitation Districts,NULL
B13-9159,2013,2013/07/31 07:00:00+00,23,Orange County Sanitation Districts,NULL
B13-9178,2013,2013/07/16 07:00:00+00,359,Orange County Sanitation Districts,NULL
B13-9185,2013,2013/07/16 07:00:00+00,142,Orange County Sanitation Districts,NULL
B13-8109,2013,2013/08/28 07:00:00+00,12,PHYSIS Labs Inc,8730-R1
B13-8095,2013,2013/08/29 07:00:00+00,13,PHYSIS Labs Inc,8739-R1
B13-8108,2013,2013/09/10 07:00:00+00,5,PHYSIS Labs Inc,8768-R1
B13-8073,2013,2013/08/29 07:00:00+00,5,PHYSIS Labs Inc,8741-R1
B13-9341,2013,2013/07/23 07:00:00+00,23,City of Los Angeles Environmental Monitoring Division,NULL
B13-9347,2013,2013/07/29 07:00:00+00,550,City of Los Angeles Environmental Monitoring Division,NULL
B13-9350,2013,2013/07/29 07:00:00+00,205,City of Los Angeles Environmental Monitoring Division,NULL
B13-9371,2013,2013/09/13 07:00:00+00,341,City of Los Angeles Environmental Monitoring Division,NULL
B13-8124,2013,2013/09/06 07:00:00+00,4,PHYSIS Labs Inc,22632-R1
B13-8127,2013,2013/09/06 07:00:00+00,4,PHYSIS Labs Inc,22634-R1
B13-8127,2013,2013/09/09 07:00:00+00,4,PHYSIS Labs Inc,8761-R1
B13-8087,2013,2013/08/29 07:00:00+00,13,PHYSIS Labs Inc,8740-R1
B13-8163,2013,2013/08/08 07:00:00+00,2,PHYSIS Labs Inc,8447-R1
B13-8202,2013,2013/08/06 07:00:00+00,1,"Institute for Integrated Research on Materials, Environment and Society",8425
B13-8250,2013,2013/08/07 07:00:00+00,1,"Institute for Integrated Research on Materials, Environment and Society",8427
B13-8397,2013,2013/07/12 07:00:00+00,4,PHYSIS Labs Inc,8294-R1
B13-8401,2013,2013/07/12 07:00:00+00,14,PHYSIS Labs Inc,8311-R1
B13-8118,2013,2013/08/28 07:00:00+00,11,PHYSIS,NULL
B13-8122,2013,2013/08/28 07:00:00+00,5,PHYSIS,NULL
B13-8205,2013,2013/08/06 07:00:00+00,2,Institute for integrated Research,NULL
B13-8218,2013,2013/07/30 07:00:00+00,6,Institute for integrated Research,NULL
B13-8319,2013,2013/07/11 07:00:00+00,12,Orange County Sanitation Districts,NULL
B13-8349,2013,2013/07/10 07:00:00+00,14,PHYSIS,NULL
B13-8413,2013,2013/10/07 07:00:00+00,4,City of Los Angeles Environmental Monitoring Division,NULL
B13-8425,2013,2013/08/21 07:00:00+00,3,City of Los Angeles Environmental Monitoring Division,NULL
B13-9109,2013,2013/07/25 07:00:00+00,788,City of San Diego,P671909
B13-9125,2013,2013/07/30 07:00:00+00,181,Orange County Sanitation Districts,NULL
B13-9137,2013,2013/07/30 07:00:00+00,411,Orange County Sanitation Districts,NULL
B13-9177,2013,2013/07/17 07:00:00+00,55,Orange County Sanitation Districts,NULL
B13-9179,2013,2013/07/18 07:00:00+00,227,Orange County Sanitation Districts,NULL
B13-9197,2013,2013/07/16 07:00:00+00,63,Orange County Sanitation Districts,NULL
B13-9205,2013,2013/08/28 07:00:00+00,200,City of San Diego,P678621
B13-9221,2013,2013/07/10 07:00:00+00,27,City of San Diego,P678637
B13-9229,2013,2013/07/09 07:00:00+00,27,City of San Diego,P678641
B13-9236,2013,2013/08/27 07:00:00+00,810,City of San Diego,P678643
B13-9274,2013,2013/08/20 07:00:00+00,72,City of San Diego,P678669
B13-9304,2013,2013/08/20 07:00:00+00,21,City of San Diego,P678670
B13-9336,2013,2013/07/23 07:00:00+00,23,City of Los Angeles Environmental Monitoring Division,NULL
B13-9339,2013,2013/09/18 07:00:00+00,42,City of Los Angeles Environmental Monitoring Division,NULL
B13-9369,2013,2013/09/13 07:00:00+00,157,City of Los Angeles Environmental Monitoring Division,NULL
B13-8122,2013,2013/08/28 07:00:00+00,5,PHYSIS Labs Inc,8732-R1
B13-8159,2013,2013/08/08 07:00:00+00,4,PHYSIS Labs Inc,8449-R1
B13-8160,2013,2013/08/08 07:00:00+00,3,PHYSIS Labs Inc,8448-R1
B13-8169,2013,2013/08/01 07:00:00+00,2,"Institute for Integrated Research on Materials, Environment and Society",8417
B13-8239,2013,2013/08/06 07:00:00+00,7,PHYSIS Labs Inc,8438-R1
B13-8269,2013,2013/08/01 07:00:00+00,3,PHYSIS Labs Inc,9134-R1
B13-8274,2013,2013/08/01 07:00:00+00,3,PHYSIS Labs Inc,9136-R1
B13-8409,2013,2013/07/23 07:00:00+00,5,City of San Diego,P698895
B13-8430,2013,2013/09/24 07:00:00+00,2,City of San Diego,P704102
B13-8124,2013,2013/09/09 07:00:00+00,4,PHYSIS,NULL
B13-8129,2013,2013/07/31 07:00:00+00,1,Institute for integrated Research,NULL
B13-8269,2013,2013/08/01 07:00:00+00,3,PHYSIS,NULL
B13-8274,2013,2013/08/01 07:00:00+00,3,PHYSIS,NULL
B13-8318,2013,2013/07/13 07:00:00+00,18,PHYSIS,NULL
B13-8322,2013,2013/07/13 07:00:00+00,21,PHYSIS,NULL
B13-9084,2013,2013/07/17 07:00:00+00,562,City of San Diego,P670813
B13-9122,2013,2013/07/30 07:00:00+00,256,Orange County Sanitation Districts,NULL
B13-9329,2013,2013/08/20 07:00:00+00,95,City of San Diego,NULL
B13-9160,2013,2013/07/16 07:00:00+00,493,Orange County Sanitation Districts,NULL
B13-9161,2013,2013/07/31 07:00:00+00,50,Orange County Sanitation Districts,NULL
B13-9163,2013,2013/09/10 07:00:00+00,432,Orange County Sanitation Districts,NULL
B13-9245,2013,2013/07/11 07:00:00+00,5,Orange County Sanitation Districts,NULL
B13-9257,2013,2013/07/26 07:00:00+00,18,City of San Diego,NULL
B13-9223,2013,2013/07/08 07:00:00+00,470,City of San Diego,P678638
B13-9251,2013,2013/07/09 07:00:00+00,127,City of San Diego,P678648
B13-9360,2013,2013/08/21 07:00:00+00,88,City of San Diego,P678679
B13-9378,2013,2013/08/20 07:00:00+00,100,City of San Diego,P678685
B13-9388,2013,2013/09/11 07:00:00+00,363,City of San Diego,P678652
B13-9400,2013,2013/09/10 07:00:00+00,457,City of San Diego,P678656
B13-8111,2013,2013/09/06 07:00:00+00,12,PHYSIS Labs Inc,22628-R1
B13-8020,2013,2013/08/11 07:00:00+00,5,PHYSIS,NULL
B13-8306,2013,2013/07/11 07:00:00+00,3,PHYSIS Labs Inc,8304-R1
B13-8068,2013,2013/08/30 07:00:00+00,5,PHYSIS,NULL
B13-8085,2013,2013/09/10 07:00:00+00,15,PHYSIS,NULL
B13-8109,2013,2013/08/28 07:00:00+00,12,PHYSIS,NULL
B13-8045,2013,2013/08/30 07:00:00+00,12,PHYSIS,NULL
B13-8157,2013,2013/08/08 07:00:00+00,3,PHYSIS,NULL
B13-8202,2013,2013/08/06 07:00:00+00,1,Institute for integrated Research,NULL
B13-8280,2013,2013/08/01 07:00:00+00,6,Orange County Sanitation Districts,NULL
B13-8075,2013,2013/08/13 07:00:00+00,10,PHYSIS Labs Inc,8471-R1
B13-8020,2013,2013/08/11 07:00:00+00,5,City of San Diego,NULL
B13-9456,2013,2013/08/06 07:00:00+00,93,City of San Diego,NULL
B13-8156,2013,2013/08/07 07:00:00+00,3,PHYSIS,NULL
B13-8112,2013,2013/09/09 07:00:00+00,13,PHYSIS,NULL
B13-8113,2013,2013/09/10 07:00:00+00,5,PHYSIS Labs Inc,8766-R1
B13-9487,2013,2013/09/23 07:00:00+00,18,City of San Diego,P683529
B13-8136,2013,2013/07/31 07:00:00+00,1,Institute for integrated Research,NULL
B13-8188,2013,2013/07/29 07:00:00+00,1,Institute for integrated Research,NULL
B13-8151,2013,2013/08/07 07:00:00+00,4,PHYSIS,NULL
B13-8306,2013,2013/07/11 07:00:00+00,3,PHYSIS,NULL
B13-8078,2013,2013/08/27 07:00:00+00,13,PHYSIS,NULL
B13-8113,2013,2013/09/10 07:00:00+00,5,PHYSIS,NULL
B13-8180,2013,2013/08/02 07:00:00+00,1,Institute for integrated Research,NULL
B13-8292,2013,2013/09/04 07:00:00+00,19,PHYSIS,NULL
B13-8179,2013,2013/08/02 07:00:00+00,1,Institute for integrated Research,NULL
B13-8013,2013,2013/08/26 07:00:00+00,3,PHYSIS,NULL
B13-8304,2013,2013/07/11 07:00:00+00,24,PHYSIS,NULL
B13-8302,2013,2013/07/11 07:00:00+00,25,PHYSIS,NULL
B13-8189,2013,2013/07/29 07:00:00+00,1,Institute for integrated Research,NULL
B13-8356,2013,2013/07/13 07:00:00+00,19,PHYSIS,NULL
B18-10000,2018,2018/07/24 07:00:00+00,5,City of San Diego,P1040696
B18-10000,2018,2018/07/24 07:00:00+00,5,Orange County Sanitation Districts,2092383-R1
B18-10000,2018,2018/07/24 07:00:00+00,5,City of Los Angeles Environmental Monitoring Division,2900107-R1
B18-10000,2018,2018/07/24 07:00:00+00,5,City of Los Angeles Environmental Monitoring Division,2900107-MS1
B18-10000,2018,2018/07/24 07:00:00+00,5,City of Los Angeles Environmental Monitoring Division,2900107-R2
B18-10000,2018,2018/07/24 07:00:00+00,5,Orange County Sanitation Districts,2092380-R1
B18-10001,2018,2018/07/24 07:00:00+00,7,City of San Diego,P1040655
B18-10001,2018,2018/07/24 07:00:00+00,7,Orange County Sanitation Districts,2092396-R1
B18-10001,2018,2018/07/24 07:00:00+00,7,City of Los Angeles Environmental Monitoring Division,2900108-R1
B18-10001,2018,2018/07/24 07:00:00+00,7,Orange County Sanitation Districts,2092393-R1
B18-10002,2018,2018/07/24 07:00:00+00,11,City of San Diego,P1040656
B18-10002,2018,2018/07/24 07:00:00+00,11,Orange County Sanitation Districts,2092409-R1
B18-10002,2018,2018/07/24 07:00:00+00,11,City of Los Angeles Environmental Monitoring Division,2900109-R1
B18-10002,2018,2018/07/24 07:00:00+00,11,Orange County Sanitation Districts,2092406-R1
B18-10003,2018,2018/08/09 07:00:00+00,9,City of San Diego,P1044922-R1
B18-10003,2018,2018/08/09 07:00:00+00,9,Eurofins Calscience,SP-SS-19-0-5-20180809-B-R1
B18-10003,2018,2018/08/09 07:00:00+00,9,Los Angeles County Sanitation Districts,18092700396-R1
B18-10003,2018,2018/08/09 07:00:00+00,9,Weck Labs,W9C0979-R1
B18-10003,2018,2018/08/09 07:00:00+00,9,Weck Labs,W9C0980-R1
B18-10004,2018,2018/07/24 07:00:00+00,10,City of San Diego,P1040657
B18-10004,2018,2018/07/24 07:00:00+00,10,Orange County Sanitation Districts,2092422-R1
B18-10004,2018,2018/07/24 07:00:00+00,10,City of Los Angeles Environmental Monitoring Division,2900110-R1
B18-10004,2018,2018/07/24 07:00:00+00,10,Orange County Sanitation Districts,2092419-R1
B18-10005,2018,2018/08/09 07:00:00+00,14,City of San Diego,P1044970-R1
B18-10005,2018,2018/08/09 07:00:00+00,14,Eurofins Calscience,SP-SS-18-0-5-20180809-B-R1
B18-10005,2018,2018/08/09 07:00:00+00,14,Eurofins Calscience,SP-SS-18-0-5-20180809-B-MS
B18-10005,2018,2018/08/09 07:00:00+00,14,Los Angeles County Sanitation Districts,18092700397-R1
B18-10005,2018,2018/08/09 07:00:00+00,14,Weck Labs,W9C0979-R1
B18-10005,2018,2018/08/09 07:00:00+00,14,Weck Labs,W9C0980-R1
B18-10006,2018,2018/07/25 07:00:00+00,12,City of San Diego,P1040658
B18-10006,2018,2018/07/25 07:00:00+00,12,Orange County Sanitation Districts,2092435-R1
B18-10006,2018,2018/07/25 07:00:00+00,12,City of Los Angeles Environmental Monitoring Division,2900111-R1
B18-10006,2018,2018/07/25 07:00:00+00,12,Orange County Sanitation Districts,2092432-R1
B18-10007,2018,2018/07/24 07:00:00+00,20,City of San Diego,P1040659
B18-10007,2018,2018/07/24 07:00:00+00,20,Orange County Sanitation Districts,2092448-R1
B18-10007,2018,2018/07/24 07:00:00+00,20,City of Los Angeles Environmental Monitoring Division,2900112-R1
B18-10007,2018,2018/07/24 07:00:00+00,20,Orange County Sanitation Districts,2092445-R1
B18-10011,2018,2018/08/07 07:00:00+00,18,City of San Diego,P1040660
B18-10011,2018,2018/08/07 07:00:00+00,18,City of San Diego,P1044958-R1
B18-10011,2018,2018/08/07 07:00:00+00,18,Los Angeles County Sanitation Districts,18092700398-R1
B18-10011,2018,2018/08/07 07:00:00+00,18,Orange County Sanitation Districts,2092221-R1
B18-10011,2018,2018/08/07 07:00:00+00,18,Orange County Sanitation Districts,2092222-R1
B18-10011,2018,2018/08/07 07:00:00+00,18,Weck Labs,W9C0979-R1
B18-10011,2018,2018/08/07 07:00:00+00,18,Weck Labs,W9C0980-R1
B18-10012,2018,2018/08/14 07:00:00+00,24,City of San Diego,P1044994
B18-10012,2018,2018/08/14 07:00:00+00,24,Orange County Sanitation Districts,2092487-R1
B18-10012,2018,2018/08/14 07:00:00+00,24,City of Los Angeles Environmental Monitoring Division,2900116-R1
B18-10012,2018,2018/08/14 07:00:00+00,24,City of Los Angeles Environmental Monitoring Division,2900116-R2
B18-10012,2018,2018/08/14 07:00:00+00,24,City of Los Angeles Environmental Monitoring Division,2900116-MS1
B18-10012,2018,2018/08/14 07:00:00+00,24,Orange County Sanitation Districts,2092484-R1
